AtcoCode,Direction,PlateCode,Latitude,Longitude,StopLoadDay,RoutesPassingThrough,RoutesPassingThroughCount,OperatorsPassingThrough,OperatorsPassingThroughCount,ShortCommonName_en,ShortCommonName_ga,isRTPI,HasPole,HasShelter,CarouselType,FlagData,StopAccessibility,WheelchairAccessibility
8230DB002241,0,2241,53.35492926,-6.371268023,332," 845, 847",2, Kearns Transport,1,Kennelsfort Road,Bóthar Kennelsfort,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB004680,1,4680,53.38496648,-6.265338406,330," 11, 13, 155, 4, 70d, 9",6, Dublin Bus,1,DCU,DCU,0,Pole,No Shelter,None,Stretched,1,1
8220DB000029,1,29,53.38348825,-6.265669101,330," 11, 13, 155, 4, 70d, 9",6, Dublin Bus,1,Albert College Park,Páirc Chol Ailbhe,0,Pole,No Shelter,Short Carousel,"Lolly Pop,Stretched",1,1
8220DB000028,1,28,53.38157864,-6.266002271,330," 11, 13, 155, 4, 70d, 9",6, Dublin Bus,1,Hampstead Avenue,Ascaill Hampstead,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000027,1,27,53.37943896,-6.266585261,330," 11, 13, 155, 4, 70d, 9",6, Dublin Bus,1,Ballymun Road,Bóthar Bhaile Munna,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002239,1,2239,53.35616847,-6.3917274,329," 120, 120a, 120b, 120e, 120f, 120x, 25, 25a, 25b, 25d, 25x, 51d, 66, 66a, 66b, 66e, 66x, 67, 67x",19," Dublin Bus, GoAhead Commuter",2,Liffey Valley SC,IS Gleann na Life,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002239,0,2239,53.35616847,-6.3917274,329," 845, 847",2, Kearns Transport,1,Liffey Valley SC,IS Gleann na Life,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000213,1,213,53.38144954,-6.244872024,329," 33, 41, 41b, 41c, 41d, 740, 740a",7," Dublin Bus, Wexford Bus",2,Iveragh Road,Bóthar Uíbh Ráthach,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000213,0,213,53.38144954,-6.244872024,329," 1, 16, 16d, 44, 980b",5," Collins Coaches, Dublin Bus",2,Iveragh Road,Bóthar Uíbh Ráthach,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002062,1,2062,53.27902411,-6.186851925,328," 145, 155, 46a, 75, 75a, 84x",6," Dublin Bus, Go-Ahead",2,Newtownpark Avenue,Asc Pc an Bhaile Nua,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002062,0,2062,53.27902411,-6.186851925,328,143,1, Finnegan-Bray Ltd,1,Newtownpark Avenue,Asc Pc an Bhaile Nua,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004646,1,4646,53.28943871,-6.37427044,328," 126t, 175, 27, 54a, 65, 77a",6," Dublin Bus, Go-Ahead, GoAhead Commuter",3,Tallaght Hospital,Ospidéal Thamhlachta,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004646,0,4646,53.28943871,-6.37427044,328," 75, 75a, 76, 76a",4, Go-Ahead,1,Tallaght Hospital,Ospidéal Thamhlachta,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB007591,1,7591,53.34889015,-6.256829774,328," 6, h1, h2, h3, h9",5, Dublin Bus,1,Abbey St Lower,Sd na Mainistreach,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB007591,0,7591,53.34889015,-6.256829774,328," 6, h1, h2, h3",4, Dublin Bus,1,Abbey St Lower,Sd na Mainistreach,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004647,1,4647,53.29005747,-6.371531949,327," 175, 27, 54a, 65, 77a",5," Dublin Bus, Go-Ahead",2,South Dublin CC,CC Átha Cliath Theas,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004647,0,4647,53.29005747,-6.371531949,327," 75, 75a, 76, 76a",4, Go-Ahead,1,South Dublin CC,CC Átha Cliath Theas,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB006059,1,6059,53.35022443,-6.260185175,327," 38, 38a, 38b, 38d",4, Dublin Bus,1,The Spire of Dublin,Spuaic BÁC,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB006059,0,6059,53.35022443,-6.260185175,327," 140, 155, 46a, 7b, 7d",5, Dublin Bus,1,The Spire of Dublin,Spuaic BÁC,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000907,1,907,53.32971936,-6.250750109,327," 11, 116, 118, 145, 155, 46a, 46e, 7b, 7d",9, Dublin Bus,1,St Johns Ambulance,Otharsheirbhís Eoin,0,Pole,No Shelter,Short Carousel,Stretched,1,1
8220DB000842,1,842,53.33725198,-6.256313389,327, 41x,1, Dublin Bus,1,Stephen's Green East,Fche Stiabhna Thoir,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000842,0,842,53.33725198,-6.256313389,327," 11, 145, 155, 32x, 46a, 7b, 7d",7, Dublin Bus,1,Stephen's Green East,Fche Stiabhna Thoir,1,Pole,No Shelter,Trueform,Trueform,1,1
8250DB004727,1,4727,53.29081171,-6.19778321,325," 116, 118, 133, 145, 155, 46a, 46e, 7b, 7d, 84x",10, Dublin Bus,1,Laurence Park,Páirc San Labhrás,1,No Pole,Shelter,None,None,0,0
8250DB004727,0,4727,53.29081171,-6.19778321,325," 133x, 181",2, St.Kevin's Bus Service,1,Laurence Park,Páirc San Labhrás,1,No Pole,Shelter,None,None,0,0
8250DB002064,1,2064,53.28272564,-6.193849161,325," 118, 145, 155, 46a, 75, 75a, 84x",7," Dublin Bus, Go-Ahead",2,Brewery Road,Bóthar na Grúdlanne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004640,1,4640,53.28939562,-6.373747085,323," 75, 75a, 76, 76a",4, Go-Ahead,1,Tallaght Hospital,Ospidéal Thamhlachta,1,Pole,No Shelter,Long Carousel,Stretched,1,1
8230DB004640,0,4640,53.28939562,-6.373747085,323," 126t, 175, 27, 54a, 65, 77a",6," Dublin Bus, Go-Ahead, GoAhead Commuter",3,Tallaght Hospital,Ospidéal Thamhlachta,1,Pole,No Shelter,Long Carousel,Stretched,1,1
8250DB002014,0,2014,53.28211826,-6.192914933,322," 145, 155, 46a, 75, 75a, 84x",6," Dublin Bus, Go-Ahead",2,Brewery Road,Bóthar na Grúdlanne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB005008,1,5008,53.29045019,-6.369356994,322," 75, 75a, 76, 76a",4, Go-Ahead,1,Belgard Square North,Cearnóg Belgard Th,0,Pole,No Shelter,Long Carousel,Circular,1,1
8230DB005008,0,5008,53.29045019,-6.369356994,322," 175, 27, 54a, 65, 77a",5," Dublin Bus, Go-Ahead",2,Belgard Square North,Cearnóg Belgard Th,0,Pole,No Shelter,Long Carousel,Circular,1,1
8220DB000350,1,350,53.34563194,-6.24976825,320," 15a, 15b, 15d, 56a, 77a, 77x",6, Dublin Bus,1,Prince's St South,Sd an Phrionsa Theas,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000350,0,350,53.34563194,-6.24976825,320," 1, 44, 47, 61",4, Dublin Bus,1,Prince's St South,Sd an Phrionsa Theas,0,Pole,No Shelter,Short Carousel,Circular,1,1
8250DB004636,0,4636,53.28069152,-6.19011069,319," 145, 155, 46a, 702, 75, 75a",6," Aircoach, Dublin Bus, Go-Ahead",3,Galloping Green,Faiche na Rás,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000753,1,753,53.33245339,-6.243521055,319," 18, 25x, 38, 38a, 38b, 38d, 39, 39a, 51d, 66x, 67x, 70, 77x",13," Dublin Bus, Go-Ahead",2,Waterloo Road,Bóthar Waterloo,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000336,0,336,53.34625164,-6.257718467,319," 14, 16, 16d, 83, 83a, 9",6, Dublin Bus,1,D'Olier Street,Sráid D'Olier,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB007588,1,7588,53.3449966,-6.254255077,318," 116, 145, 534",3," Dublin Bus, Swords Express",2,Pearse Street,Sráid an Phiarsaigh,1,Pole,No Shelter,Trueform,Trueform,1,0
8220DB007588,0,7588,53.3449966,-6.254255077,318," 37, 39, 39a, 534, 70",5," Dublin Bus, Swords Express",2,Pearse Street,Sráid an Phiarsaigh,1,Pole,No Shelter,Trueform,Trueform,1,0
8220DB001696,1,1696,53.37154152,-6.329831443,318," 37, 38, 38a, 38b, 38d, 39, 39a, 39x, 70, 70d",10, Dublin Bus,1,Ashtown Roundabout,Tim Bhaile an Ásaigh,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001696,0,1696,53.37154152,-6.329831443,318,179,1, Sillan Tours,1,Ashtown Roundabout,Tim Bhaile an Ásaigh,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002063,1,2063,53.28029401,-6.189977519,317," 145, 155, 46a, 702, 75, 75a",6," Aircoach, Dublin Bus, Go-Ahead",3,Galloping Green,Faiche na Rás,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB004747,1,4747,53.39433278,-6.391852482,317," 139, 17a, 220, 238, 37, 39, 39a, 76a",8," Dublin Bus, Go-Ahead, J.J Kavanagh & Sons",3,Blanchardstown SC,IS Bhaile Bhlainséir,1,Pole,Shelter,Trueform,Trueform,1,1
8240DB004747,0,4747,53.39433278,-6.391852482,317," 236, 236a, 236t",3, Go-Ahead,1,Blanchardstown SC,IS Bhaile Bhlainséir,1,Pole,Shelter,Trueform,Trueform,1,1
8220DB004432,1,4432,53.37720747,-6.248563719,317," 33, 41, 41b, 41c, 41d",5, Dublin Bus,1,Griffith Downs,Mulláin Uí Ghríofa,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB004432,0,4432,53.37720747,-6.248563719,317," 1, 16, 16d, 44",4, Dublin Bus,1,Griffith Downs,Mulláin Uí Ghríofa,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000214,1,214,53.37940848,-6.246654552,317," 33, 41, 41b, 41c, 41d",5, Dublin Bus,1,Highfield Hospital,Ospidéal,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000214,0,214,53.37940848,-6.246654552,317," 1, 16, 16d, 44",4, Dublin Bus,1,Highfield Hospital,Ospidéal,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000205,1,205,53.38137533,-6.245326047,316," 1, 16, 44",3, Dublin Bus,1,Iveragh Road,Br Uíbh Ráthach,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000205,0,205,53.38137533,-6.245326047,316," 33, 33e, 41, 41b, 41c, 41d, 740, 740a",8," Dublin Bus, Wexford Bus",2,Iveragh Road,Br Uíbh Ráthach,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002061,1,2061,53.2757586,-6.18018225,315," 145, 155, 46a, 75, 75a",5," Dublin Bus, Go-Ahead",2,Knocksinna,Cnoc Sionnaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002061,0,2061,53.2757586,-6.18018225,315,143,1, Finnegan-Bray Ltd,1,Knocksinna,Cnoc Sionnaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8240DB000231,1,231,53.38924008,-6.245949764,314," 104, 33, 41, 41b, 41c, 41d",6," Dublin Bus, Go-Ahead",2,Shanvarna Road Est,Eas Bhr Sheanbhearna,1,Pole,No Shelter,Short Carousel,Stretched,1,1
8240DB000231,0,231,53.38924008,-6.245949764,314," 1, 16, 16d",3, Dublin Bus,1,Shanvarna Road Est,Eas Bhr Sheanbhearna,1,Pole,No Shelter,Short Carousel,Stretched,1,1
8220DB000320,1,320,53.34564563,-6.259305233,313," 11, 153, 16, 46a, 46e, 7b, 7d",7," Dublin Bus, Mortons Coaches",2,Westmoreland Street,Sráid Westmoreland,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000320,0,320,53.34564563,-6.259305233,313," 153, 700",2," Aircoach, Mortons Coaches",2,Westmoreland Street,Sráid Westmoreland,1,Pole,No Shelter,Trueform,Trueform,1,1
8250DB002065,1,2065,53.28479921,-6.19485659,312," 118, 145, 155, 46a, 75, 75a",6," Dublin Bus, Go-Ahead",2,Merville Road,Bóthar Merville,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002040,1,2040,53.29279119,-6.135369049,312," 45a, 45b, 46a, 63, 63a, 75, 75a",7," Dublin Bus, Go-Ahead",2,Dun Laoghaire SC,IS Dhún Laoghaire,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002040,0,2040,53.29279119,-6.135369049,312," 7, 7a",2, Dublin Bus,1,Dun Laoghaire SC,IS Dhún Laoghaire,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002201,1,2201,53.35327375,-6.364571165,312," 845, 847",2, Kearns Transport,1,Palmerstown Drive,Céide Bhaile Phámar,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002201,0,2201,53.35327375,-6.364571165,312," 25, 25a, 25b, 25d, 25x, 26, 51d, 66, 66a, 66b, 66e, 66x, 67, 67x, 76a",15," Dublin Bus, Go-Ahead",2,Palmerstown Drive,Céide Bhaile Phámar,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8370B2401101,1,240111,51.8942194,-8.497477903,311," 208, 233, 235, 236, 237, 239",6,NULL,0,Castlewhite Apts,Árasáin Castlewhite,0,Pole,No Shelter,Long Carousel,TFI Large,1,1
8370B2401101,0,240111,51.8942194,-8.497477903,311," 220, 220x",2,NULL,0,Castlewhite Apts,Árasáin Castlewhite,0,Pole,No Shelter,Long Carousel,TFI Large,1,1
8250DB002015,0,2015,53.27553484,-6.179067107,311," 145, 155, 46a, 75, 75a",5," Dublin Bus, Go-Ahead",2,Knocksinna,Cnoc Sionnaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8250DB002013,0,2013,53.28531453,-6.194459898,311," 145, 155, 46a, 75, 75a",5," Dublin Bus, Go-Ahead",2,St John of Gods,Ospidéal Eoin Dé,0,No Pole,Shelter,Shelter Panel,Circular,0,1
8230DB002242,1,2242,53.35392732,-6.367009818,310," 25, 25a, 25b, 25d, 25x, 26, 51d, 66, 66a, 66b, 66e, 66x, 67, 67x, 76a",15," Dublin Bus, Go-Ahead",2,The Oval,An tUbhchruth,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001699,1,1699,53.36874361,-6.321314995,310," 37, 38, 38a, 38b, 38d, 39, 39a, 70, 70d",9, Dublin Bus,1,Baggot Road,Bóthar Bhagóid,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB001698,1,1698,53.3695773,-6.323716751,310," 37, 38, 38a, 38b, 38d, 39, 39a, 70, 70d",9, Dublin Bus,1,Ashtown Grove,Gn Bhaile an Ásaigh,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001697,1,1697,53.37080115,-6.327666259,310," 37, 38, 38a, 38b, 38d, 39, 39a, 70, 70d",9, Dublin Bus,1,Kempton,Kempton,0,No Pole,Shelter,Shelter Panel,Circular,1,0
8220DB000785,0,785,53.3371059,-6.251859373,310," 25x, 37, 38, 38a, 38b, 38d, 39, 39a, 39x, 66x, 67x, 70",12, Dublin Bus,1,Pembroke St Lower,Sd Pheambróg Íocht,1,Pole,No Shelter,Short Carousel,Stretched,1,1
8220DB000783,0,783,53.33530854,-6.246977564,310," 25x, 37, 38, 38a, 38b, 38d, 39, 39a, 39x, 66x, 67x, 70",12, Dublin Bus,1,Baggot St Lower,Sráid Bhagóid Íocht,1,Pole,No Shelter,None,None,1,1
8230DB002213,1,2213,53.35571356,-6.391984898,309," 845, 847",2, Kearns Transport,1,Liffey Valley SC,IS Gleann na Life,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB002213,0,2213,53.35571356,-6.391984898,309," 120, 120b, 120f, 120x, 25, 25a, 25b, 25d, 25x, 51d, 66, 66a, 66b, 66e, 66x, 67, 67x",17," Dublin Bus, GoAhead Commuter",2,Liffey Valley SC,IS Gleann na Life,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001703,1,1703,53.3647354,-6.307347834,309," 37, 38, 38a, 38b, 38d, 39, 39a, 70",8, Dublin Bus,1,Cabra Garda Station,SG na Cabraí,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8240000549,1,0,53.42903892,-6.24104561,308," 717, 726, 731, 735, 736, 737, 740, 740a, 842, 932, 933",11," Corduff Travel, Dublin Coach, J.J Kavanagh & Sons, JJ. Kavanagh & Sons, John Paul Healy, Kenneally's Bus Service, Mc Ginley Coach Travel, Wexford Bus",8,Dublin Airport,Aerfort BÁC,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8240000549,0,0,53.42903892,-6.24104561,308," 717, 726, 731, 735, 736, 737, 740, 740a, 787, 842, 932, 933",12," Corduff Travel, Dublin Coach, Express Bus, J.J Kavanagh & Sons, JJ. Kavanagh & Sons, John Paul Healy, Kenneally's Bus Service, Mc Ginley Coach Travel, Wexford Bus",9,Dublin Airport,Aerfort BÁC,,Unknown,Unknown,Unknown,Unknown,NULL,NULL
8240DB004330,1,4330,53.45478587,-6.218357818,306," 102, 102a, 102p, 102t, 196, 33b",6," Go-Ahead, Local Link Louth Meath Fingal",2,Swords Pavilions SC,IS Pavilions Sord,0,Pole,No Shelter,Short Carousel,Circular,1,1
8240DB004330,0,4330,53.45478587,-6.218357818,306," 196, 197, 33b, 41, 41b, 43, 500, 500x, 501, 501x, 503, 506x",12," Dublin Bus, Go-Ahead, Local Link Louth Meath Fingal, Swords Express",4,Swords Pavilions SC,IS Pavilions Sord,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000784,0,784,53.33645673,-6.248657371,306," 25x, 37, 38, 38a, 38b, 38d, 39, 39a, 66x, 67x, 70",11, Dublin Bus,1,Fitzwilliam Street,Sráid Mhic Liam,1,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000204,1,204,53.37958836,-6.246662193,305," 1, 16, 44",3, Dublin Bus,1,Highfield Hospital,Ospidéal,0,No Pole,Shelter,Shelter Panel,Circular,0,0
8220DB000204,0,204,53.37958836,-6.246662193,305," 33, 33e, 41, 41b, 41c, 41d",6, Dublin Bus,1,Highfield Hospital,Ospidéal,0,No Pole,Shelter,Shelter Panel,Circular,0,0
8220DB000203,1,203,53.37639279,-6.250010028,305," 1, 16, 44",3, Dublin Bus,1,Whitehall College,Col an Halla Bháin,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000203,0,203,53.37639279,-6.250010028,305," 33, 33e, 41, 41b, 41c, 41d",6, Dublin Bus,1,Whitehall College,Col an Halla Bháin,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8370B2409001,1,240901,51.89326955,-8.465997781,304," 209a, 220, 223, 223x",4,NULL,0,Infirmary Road,Br na hOtharlainne,0,Pole,Shelter,"Long Carousel,Shelter Panel",TFI Large,1,1
8370B2409001,0,240901,51.89326955,-8.465997781,304," 203, 206, 207, 215, 216",5,NULL,0,Infirmary Road,Br na hOtharlainne,0,Pole,Shelter,"Long Carousel,Shelter Panel",TFI Large,1,1
8250DB004728,1,4728,53.29333789,-6.201982289,303," 116, 118, 145, 155, 46a, 46e, 47, 7b, 7d",9, Dublin Bus,1,Oatlands College,Col Fhearann Dara,0,No Pole,No Shelter,None,None,0,0
8220DB001666,0,1666,53.37159715,-6.330595731,302," 37, 38, 38a, 38b, 38d, 39, 39a, 39x, 70, 70d, 870",11," Dublin Bus, Express Bus",2,Ashtown Roundabout,Tim Bhaile an Ásaigh,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000220,1,220,53.38794054,-6.244980841,302," 1, 16",2, Dublin Bus,1,Swords Road,Bóthar Shoird,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000220,0,220,53.38794054,-6.244980841,302," 104, 33, 33e, 41, 41b, 41c, 41d",7," Dublin Bus, Go-Ahead",2,Swords Road,Bóthar Shoird,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001662,0,1662,53.36754069,-6.31759044,298," 37, 38, 38a, 38b, 38d, 39, 39a, 39x, 70, 70d",10, Dublin Bus,1,Baggot Road,Bóthar Bhagóid,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000792,1,792,53.34044899,-6.258585808,296," 116, 118, 145, 155, 46a, 46e, 7b, 7d, 84x",9, Dublin Bus,1,Dawson Street,Sráid Dhásain,1,Pole,No Shelter,Trueform,Trueform,1,1
8370B2126301,1,212631,51.90074985,-8.458809512,294," 205, 210, 212, 225, 226",5, Barrys Coaches,1,Kent Station,Stáis an Cheanntaigh,1,No Pole,Shelter,Shelter Panel,Circular,0,0
8370B2126301,0,212631,51.90074985,-8.458809512,294," 205, 212, 214, 225, 226, 237",6,NULL,0,Kent Station,Stáis an Cheanntaigh,1,No Pole,Shelter,Shelter Panel,Circular,0,0
8220DB004595,1,4595,53.40213992,-6.172972588,294," 27, 27x",2, Dublin Bus,1,Templeview Avenue,Asc Rc an Teampaill,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB004595,0,4595,53.40213992,-6.172972588,294," 15, 27",2, Dublin Bus,1,Templeview Avenue,Asc Rc an Teampaill,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001665,0,1665,53.37065784,-6.32770193,294," 37, 38, 38a, 38b, 38d, 39, 39a, 70, 70d",9, Dublin Bus,1,Kempton,Kempton,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB001664,0,1664,53.36940852,-6.32385863,294," 37, 38, 38a, 38b, 38d, 39, 39a, 70, 70d",9, Dublin Bus,1,Ashtown Grove,Gn Bhaile an Ásaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000115,0,115,53.38796409,-6.2650361,294," 13, 155, 4, 70d, 9",5, Dublin Bus,1,Ballymun Road Church,Cde Choláiste Ailbhe,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000007,1,7,53.35284091,-6.264570261,294," 13, 140, 40",3, Dublin Bus,1,Parnell Square West,Cg Parnell Thiar,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000007,0,7,53.35284091,-6.264570261,294," 40b, 40d",2, Dublin Bus,1,Parnell Square West,Cg Parnell Thiar,1,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000113,1,113,53.39226796,-6.263703255,292," 220, 220a, 220t, 42d",4," Dublin Bus, Go-Ahead",2,Trinity Comp School,Sc Chuim Tríonóide,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000113,0,113,53.39226796,-6.263703255,292," 13, 155, 17a, 4",4," Dublin Bus, Go-Ahead",2,Trinity Comp School,Sc Chuim Tríonóide,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000112,1,112,53.3961544,-6.26395104,292," 220, 220a, 220t, 42d",4," Dublin Bus, Go-Ahead",2,Civic Centre,Lárionad Cathartha,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000112,0,112,53.3961544,-6.26395104,292," 13, 155, 17a, 4",4," Dublin Bus, Go-Ahead",2,Civic Centre,Lárionad Cathartha,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8230DB004401,0,4401,53.35475553,-6.371710305,291," 25, 25a, 25b, 25d, 25x, 26, 51d, 66, 66a, 66b, 66e, 66x, 67, 67x, 76a",15," Dublin Bus, Go-Ahead",2,Kennelsfort Road,Bóthar Kennelsfort,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8370B2406801,1,240681,51.89829827,-8.480711114,288," 205, 208, 233, 235, 236, 237, 239",7,NULL,0,Mercy Hospital,Ospidéal na Trócaire,0,Pole,Shelter,None,Circular,1,1
8370B2406801,0,240681,51.89829827,-8.480711114,288," 220, 220x, 40",3,NULL,0,Mercy Hospital,Ospidéal na Trócaire,0,Pole,Shelter,None,Circular,1,1
8230DB002236,1,2236,53.35886946,-6.410856513,288," 25, 25a, 25b, 25d, 66, 66a, 66b, 66e, 66x, 67, 67x",11, Dublin Bus,1,Hermitage Bridge,Dr Eirmeatáiste,0,No Pole,No Shelter,None,None,0,0
8230DB002236,0,2236,53.35886946,-6.410856513,288," 845, 847",2, Kearns Transport,1,Hermitage Bridge,Dr Eirmeatáiste,0,No Pole,No Shelter,None,None,0,0
8220DB000301,0,301,53.34798837,-6.256626241,288," 14, 142, 15, 191, 500, 500x, 501, 501x, 502, 503, 504, 505, 506x, 507",14," Dublin Bus, James Carolan, Swords Express",3,Eden Quay,Cé Éidin,0,Pole,No Shelter,Trueform,Trueform,1,1
8220DB000091,1,91,53.38842789,-6.265408142,288," 13, 155, 4, 70d, 9",5, Dublin Bus,1,Ballymun Road NS,SN Bhr Bhaile Munna,0,Pole,No Shelter,Short Carousel,Circular,1,1
8220DB000090,1,90,53.38638553,-6.265265673,288," 13, 155, 4, 70d, 9",5, Dublin Bus,1,Albert College Court,Cúirt Chol Ailbhe,0,Pole,No Shelter,None,"Lolly Pop,Stretched",1,1
8220DB000399,1,399,53.34386682,-6.248308601,286," 1, 47, 534",3," Dublin Bus, Swords Express",2,Pearse Station,Stn na bPiarsach,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000399,0,399,53.34386682,-6.248308601,286," 15a, 15b, 15d, 27, 56a, 77a",6, Dublin Bus,1,Pearse Station,Stn na bPiarsach,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000397,1,397,53.34278556,-6.242015007,286," 1, 47, 534",3," Dublin Bus, Swords Express",2,Pearse Square,Cg an Phiarsaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000397,0,397,53.34278556,-6.242015007,286," 15a, 15b, 15d, 27, 56a, 77a",6, Dublin Bus,1,Pearse Square,Cg an Phiarsaigh,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000185,0,185,53.36810094,-6.270021139,286," 155, 4, 83, 83a, 9",5, Dublin Bus,1,St Teresa's Place,Plás San Treasa,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000184,0,184,53.36970368,-6.268979354,286," 155, 4, 83, 83a, 9",5, Dublin Bus,1,Botanic Road,Br Gharraithe na Lus,1,Pole,No Shelter,Short Carousel,"Lolly Pop,Stretched",1,1
8220DB000398,1,398,53.34329494,-6.245478447,285," 1, 47",2, Dublin Bus,1,Erne Street,Sráid na hÉirne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000398,0,398,53.34329494,-6.245478447,285," 15a, 15b, 15d, 27, 56a, 77a",6, Dublin Bus,1,Erne Street,Sráid na hÉirne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000396,1,396,53.34244252,-6.239475948,285," 1, 47",2, Dublin Bus,1,Grand Canal Quay,Cé na Canálach Móire,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000396,0,396,53.34244252,-6.239475948,285," 15a, 15b, 15d, 27, 56a, 77a",6, Dublin Bus,1,Grand Canal Quay,Cé na Canálach Móire,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000395,1,395,53.34194005,-6.235276454,285," 1, 47",2, Dublin Bus,1,Ringsend Road,Bóthar na Rinne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000395,0,395,53.34194005,-6.235276454,285," 15a, 15b, 15d, 27, 56a, 77a",6, Dublin Bus,1,Ringsend Road,Bóthar na Rinne,1,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000354,1,354,53.34223583,-6.23643569,285," 15a, 15b, 15d, 56a, 77a",5, Dublin Bus,1,Ringsend Road,Bóthar na Rinne,0,No Pole,Shelter,Shelter Panel,Circular,1,1
8220DB000354,0,354,53.34223583,-6.23643569,285," 1, 47",2, Dublin Bus,1,Ringsend Road,Bóthar na Rinne,0,No Pole,Shelter,Shelter Panel,Circular,1,1
